StudentID,University,Major,RegisteredDate,GraduationDate,Logins,ProfileCompleted,ResumeUploads,ApplicationsSubmitted,CareerFairAttendance,WorkshopAttendance,InfoSessionAttendance,ResumeWorkshopAttended,InterviewInvites,ShortlistedCount,InternshipPlacement,InternshipEmployer,InternshipStartDate,FullTimePlacement,FullTimeEmployer,FullTimePlacementDate,DaysToFullTimeJob,Applications_Tech,Applications_Finance,Applications_Healthcare,Applications_Education,Applications_Manufacturing
S00153,Michigan,Computer Science,2025-10-02,2029-07-29,142,1,3,33,4,5,2,1,7,3,1,Goldman Sachs,2029-03-11,1,Deloitte,2029-10-25,88.0,9,9,6,6,4
S00154,Ohio State,Computer Science,2025-10-25,2029-01-08,134,1,3,31,3,2,1,1,7,4,1,Cisco,2028-08-03,1,Microsoft,2029-04-20,102.0,7,6,5,9,9
S00155,Arizona State U.,Computer Science,2024-06-18,2027-11-22,145,1,3,35,3,2,3,1,7,5,1,General Electric,2027-04-01,1,JPMorgan Chase,2028-05-17,177.0,6,2,7,5,9
S00156,UCLA,Computer Science,2025-04-24,2029-04-10,155,0,2,29,5,3,3,1,10,6,1,Johnson & Johnson,2028-10-25,1,Meta,2029-12-02,236.0,3,10,12,9,7
S00157,Penn State,Computer Science,2025-07-06,2029-03-14,168,1,5,33,5,1,4,1,5,2,1,Microsoft,2028-08-24,1,General Electric,2029-05-03,50.0,6,6,4,9,6
S00158,NYU,Computer Science,2024-11-26,2028-09-30,158,1,0,28,4,3,3,1,1,1,1,Google,2028-04-29,1,Apple,2028-12-15,76.0,6,6,7,2,6
S00159,UCSD,Computer Science,2025-08-12,2029-06-07,156,1,2,34,3,5,1,1,10,4,1,Intel,2029-03-04,1,EY,2029-11-21,167.0,4,11,5,9,6
S00160,Arizona State U.,Computer Science,2024-06-28,2028-02-23,144,1,0,30,3,2,2,1,2,1,1,Pfizer,2027-07-16,0,,,,8,6,4,12,3
S00161,Florida,Computer Science,2024-10-11,2028-01-11,155,1,7,29,5,6,2,1,7,4,1,Goldman Sachs,2027-05-17,0,,,,10,5,4,3,10
S00162,UCSD,Computer Science,2025-05-18,2028-07-02,154,1,0,27,6,5,4,1,11,7,1,Tesla,2027-12-05,1,Tesla,2029-02-26,239.0,10,7,7,7,4
S00163,Georgia Tech,Computer Science,2025-11-17,2029-01-08,173,1,1,35,3,2,2,1,2,1,0,,,1,Tesla,2029-04-30,112.0,7,6,10,8,5
S00164,NYU,Computer Science,2025-12-11,2029-08-20,146,1,3,38,4,4,2,1,5,3,1,Pfizer,2029-03-10,0,,,,8,5,3,10,10
S00165,NYU,Computer Science,2025-07-17,2028-08-03,158,1,2,36,3,2,1,1,6,2,1,Microsoft,2028-01-10,1,Meta,2029-02-10,191.0,7,9,8,11,9
S00166,Georgia Tech,Computer Science,2024-04-28,2027-11-20,168,1,2,39,4,3,4,1,4,0,1,Cisco,2027-04-13,1,Pfizer,2027-12-20,30.0,10,8,5,11,13
S00167,Penn State,Computer Science,2025-04-18,2028-11-14,151,1,4,32,7,4,2,1,6,4,1,Apple,2028-08-03,1,Tesla,2029-09-05,295.0,3,4,6,2,8
S00168,Purdue,Computer Science,2025-05-25,2029-04-09,152,1,6,38,4,1,1,1,4,1,1,Intel,2028-09-18,0,,,,4,10,7,6,9
S00169,Arizona State U.,Computer Science,2024-07-27,2027-12-10,169,0,3,36,3,3,2,1,7,3,1,Amazon,2027-04-24,1,JPMorgan Chase,2028-06-04,177.0,8,9,9,10,13
S00170,Boston University,Computer Science,2025-05-11,2028-07-11,146,1,4,43,4,2,2,1,0,0,1,Pfizer,2028-04-05,1,Johnson & Johnson,2028-12-10,152.0,4,9,6,10,7
S00171,UT Austin,Computer Science,2024-11-14,2028-08-22,142,1,1,31,3,4,3,1,9,5,1,Deloitte,2028-05-21,1,Microsoft,2029-04-17,238.0,5,6,8,7,7
S00172,Ohio State,Computer Science,2024-04-26,2027-12-18,159,1,5,30,4,2,3,1,5,3,1,Pfizer,2027-08-20,1,JPMorgan Chase,2028-04-04,108.0,6,10,6,6,8
S00173,Boston University,Computer Science,2024-10-25,2028-07-11,165,1,1,42,4,2,3,1,8,6,1,Goldman Sachs,2028-02-03,1,JPMorgan Chase,2029-04-14,277.0,5,7,7,6,4
S00174,Ohio State,Computer Science,2025-04-12,2029-01-18,143,1,5,42,3,3,2,1,4,3,1,Goldman Sachs,2028-09-13,1,General Electric,2029-05-25,127.0,5,9,1,6,6
S00175,Purdue,Computer Science,2025-06-04,2028-08-11,166,1,5,32,4,3,3,1,9,4,1,Meta,2028-04-26,1,Tesla,2029-04-10,242.0,4,10,6,16,7
S00176,Penn State,Computer Science,2024-09-30,2027-10-01,141,1,7,39,5,1,1,1,1,1,1,Johnson & Johnson,2027-04-22,1,Cisco,2028-03-31,182.0,10,3,5,7,9
S00177,Purdue,Computer Science,2025-08-16,2029-07-18,144,1,7,39,4,5,3,1,8,4,1,Cisco,2028-12-15,1,JPMorgan Chase,2029-11-01,106.0,6,9,7,6,10
S00178,Penn State,Computer Science,2025-05-10,2028-11-01,151,1,1,42,3,3,2,1,9,4,0,,,1,Deloitte,2029-05-20,200.0,7,11,3,7,9
S00179,Penn State,Computer Science,2025-01-21,2028-09-10,148,1,2,35,4,4,1,1,7,2,1,Cisco,2028-03-22,1,Johnson & Johnson,2029-01-14,126.0,7,9,3,7,5
S00180,Ohio State,Computer Science,2025-08-08,2029-02-19,148,1,3,27,3,3,1,1,3,3,0,,,1,Cisco,2029-07-18,149.0,7,7,5,7,9
S00181,NYU,Computer Science,2024-02-14,2027-07-25,137,1,0,31,4,3,2,1,11,4,1,Johnson & Johnson,2026-12-26,0,,,,9,5,9,9,4
S00182,NYU,Computer Science,2025-01-30,2029-01-03,172,1,4,42,5,3,1,1,2,1,0,,,1,JPMorgan Chase,2029-04-20,107.0,11,5,4,7,3
S00183,Arizona State U.,Computer Science,2024-05-09,2028-01-21,165,1,4,39,4,4,3,1,8,4,1,Cisco,2027-07-31,1,Cisco,2028-04-11,81.0,6,8,10,4,9
S00184,Florida,Computer Science,2024-04-12,2028-01-06,150,1,3,34,2,4,2,1,10,4,1,Google,2027-06-14,1,Goldman Sachs,2028-04-18,103.0,4,5,8,10,7
S00185,UCSD,Computer Science,2024-06-07,2027-07-15,162,1,2,33,3,2,1,1,2,1,1,Intel,2026-12-17,1,Tesla,2027-12-27,165.0,2,12,8,4,13
S00186,Purdue,Computer Science,2025-12-10,2029-06-30,163,1,1,30,5,4,1,1,5,1,1,Cisco,2029-03-12,1,Cisco,2030-01-14,198.0,9,5,8,6,7
S00187,UCSD,Computer Science,2025-06-30,2029-01-09,159,1,2,35,5,5,3,1,7,6,1,Pfizer,2028-07-22,1,Cisco,2029-10-15,279.0,11,5,1,2,7
S00188,Penn State,Computer Science,2024-02-06,2027-12-18,152,1,7,34,5,3,1,1,4,0,0,,,1,Apple,2028-02-21,65.0,3,7,10,6,4
S00189,UCSD,Computer Science,2025-12-01,2029-04-26,153,1,3,32,5,3,2,1,7,2,0,,,1,Johnson & Johnson,2029-09-19,146.0,2,13,1,6,4
S00190,UCLA,Computer Science,2025-03-20,2028-05-08,127,1,1,33,4,4,3,1,5,1,0,,,0,,,,9,1,5,6,8
S00191,UCSD,Computer Science,2025-12-21,2029-02-09,163,1,6,36,5,2,2,1,7,5,1,Amazon,2028-07-21,1,General Electric,2029-08-11,183.0,6,3,5,8,9
S00192,Arizona State U.,Computer Science,2024-02-17,2027-08-01,127,1,3,40,3,1,2,1,6,2,1,Meta,2027-04-19,1,Tesla,2028-03-01,213.0,9,8,13,5,5
S00193,NYU,Computer Science,2024-05-29,2027-10-01,142,1,3,37,4,3,3,1,9,7,1,Goldman Sachs,2027-02-18,1,Amazon,2028-01-31,122.0,11,8,8,4,5
S00194,UT Austin,Computer Science,2024-03-21,2028-01-27,153,1,1,28,5,4,4,1,9,1,1,EY,2027-07-24,1,JPMorgan Chase,2028-06-28,153.0,4,9,7,6,12
S00195,Purdue,Computer Science,2024-05-26,2027-09-21,144,1,3,32,2,3,2,1,6,0,1,Pfizer,2027-02-25,1,JPMorgan Chase,2028-02-28,160.0,4,9,9,7,9
S00196,Michigan,Computer Science,2025-11-13,2028-11-16,160,1,1,34,4,3,2,1,7,4,1,General Electric,2028-04-21,0,,,,8,4,8,8,9
S00197,Michigan,Computer Science,2025-11-24,2029-08-29,161,1,3,36,5,4,2,1,7,4,1,Microsoft,2029-04-21,1,Tesla,2030-05-12,256.0,7,10,11,4,8
S00198,Purdue,Computer Science,2024-11-02,2028-09-24,132,1,3,34,3,3,3,1,7,1,1,Johnson & Johnson,2028-03-10,1,JPMorgan Chase,2029-03-01,158.0,6,4,5,8,7
S00199,Michigan,Computer Science,2024-07-22,2028-02-03,144,1,2,42,4,3,2,1,5,4,1,Microsoft,2027-07-05,0,,,,6,10,9,2,1
S00200,Ohio State,Computer Science,2025-01-25,2028-11-12,138,1,1,28,3,5,3,1,5,3,1,EY,2028-05-15,1,Johnson & Johnson,2029-05-12,181.0,10,9,5,5,12
S00201,Michigan,Computer Science,2024-01-23,2027-12-25,147,1,4,35,5,3,4,1,6,1,1,Meta,2027-06-17,1,EY,2028-01-28,34.0,7,6,8,9,6
S00202,UCSD,Computer Science,2024-02-20,2027-12-26,151,1,4,32,3,2,2,1,8,5,1,Cisco,2027-05-23,0,,,,10,8,5,4,7
S00203,Michigan,Computer Science,2024-08-23,2028-06-28,172,1,2,32,3,2,1,1,8,6,1,Apple,2027-12-31,1,EY,2028-11-02,127.0,3,6,9,8,7
S00204,Michigan,Computer Science,2025-11-25,2029-10-27,145,1,7,36,4,3,2,1,8,6,1,Pfizer,2029-06-24,1,General Electric,2030-01-14,79.0,9,3,7,6,7
S00205,UCSD,Computer Science,2025-10-23,2028-11-11,151,1,4,50,5,0,1,0,5,4,0,,,1,Intel,2029-05-18,188.0,8,7,6,10,7
S00206,Florida,Computer Science,2024-02-04,2027-11-26,150,1,4,35,5,3,3,1,7,4,1,Johnson & Johnson,2027-05-27,1,Microsoft,2028-03-02,97.0,4,7,5,3,11
S00207,Michigan,Computer Science,2024-11-30,2028-06-29,116,1,2,45,4,3,1,1,6,1,1,Apple,2028-02-16,0,,,,5,11,5,5,4
S00208,UT Austin,Computer Science,2025-07-06,2029-01-08,155,1,5,35,4,2,2,1,4,1,1,Deloitte,2028-05-28,1,Cisco,2029-06-26,169.0,12,9,7,6,9
S00209,UT Austin,Computer Science,2024-09-20,2028-05-23,151,1,5,38,4,2,2,1,6,0,0,,,1,Johnson & Johnson,2028-11-20,181.0,5,7,1,3,6
S00210,Georgia Tech,Computer Science,2024-04-27,2027-12-22,123,1,4,42,3,4,3,1,4,3,1,Amazon,2027-09-04,1,Cisco,2028-05-15,145.0,12,2,10,4,11
S00211,UCSD,Computer Science,2025-11-21,2029-06-11,141,1,1,30,4,3,2,1,8,5,1,Tesla,2028-10-22,1,Intel,2029-08-26,76.0,3,9,6,9,6
S00212,NYU,Computer Science,2024-01-15,2027-05-29,144,0,2,35,3,4,2,1,10,7,1,Microsoft,2026-10-14,1,Tesla,2028-02-15,262.0,8,8,6,8,4
S00213,UCSD,Computer Science,2025-11-19,2029-04-01,142,1,2,37,4,3,3,1,3,1,0,,,0,,,,7,4,4,3,10
S00214,Purdue,Computer Science,2025-01-25,2028-12-16,139,1,2,30,4,4,2,1,7,4,1,Microsoft,2028-06-14,0,,,,11,8,8,7,3
S00215,UCSD,Computer Science,2024-08-27,2028-04-24,147,1,0,37,6,3,2,1,7,4,1,EY,2028-01-19,1,General Electric,2028-11-07,197.0,3,10,6,9,9
S00216,Purdue,Computer Science,2024-08-14,2028-07-10,168,1,3,32,2,2,2,1,4,2,1,Pfizer,2028-03-26,1,General Electric,2029-04-03,267.0,8,7,5,3,8
S00217,Boston University,Computer Science,2024-11-05,2028-10-02,137,1,1,28,3,4,3,1,6,6,1,Microsoft,2028-03-22,1,Google,2029-01-11,101.0,6,8,13,1,6
S00218,Arizona State U.,Computer Science,2024-11-07,2028-07-16,160,1,4,28,2,3,2,1,11,5,0,,,1,Microsoft,2028-10-13,89.0,6,9,7,5,9
S00219,Ohio State,Computer Science,2025-07-04,2028-09-10,144,0,5,43,4,2,1,1,5,3,1,JPMorgan Chase,2028-03-05,1,Pfizer,2029-04-17,219.0,6,5,14,5,13
S00220,Boston University,Computer Science,2025-12-14,2029-09-15,162,1,2,41,4,2,2,1,5,4,1,EY,2029-03-02,0,,,,5,11,5,6,7
S00221,Boston University,Computer Science,2024-06-07,2028-01-05,143,1,4,40,5,3,1,1,8,2,1,Cisco,2027-09-12,1,EY,2028-10-11,280.0,9,9,12,4,3
S00222,NYU,Computer Science,2024-10-13,2027-10-29,145,1,5,42,4,2,2,1,4,2,0,,,0,,,,9,9,7,6,2
S00223,Boston University,Computer Science,2025-01-14,2028-05-04,132,1,3,45,5,2,2,1,11,3,1,JPMorgan Chase,2027-10-14,0,,,,6,2,8,3,4
S00224,Ohio State,Computer Science,2025-01-06,2028-02-25,138,1,4,42,6,3,3,1,13,4,1,Deloitte,2027-08-25,1,Google,2028-09-25,213.0,7,4,14,8,6
S00225,NYU,Computer Science,2024-10-09,2028-01-14,156,1,4,38,4,3,1,1,5,3,1,Cisco,2027-09-15,1,Microsoft,2028-10-02,262.0,6,9,3,7,8
S00226,UCSD,Computer Science,2024-08-05,2028-06-28,143,1,4,37,2,3,1,1,2,2,1,Google,2028-03-25,1,Apple,2029-01-14,200.0,10,5,6,4,1
S00227,UT Austin,Computer Science,2025-08-01,2028-11-13,131,1,6,42,4,3,3,1,6,2,1,Cisco,2028-07-29,0,,,,7,4,11,3,4
S00228,Penn State,Computer Science,2024-07-31,2028-05-26,150,1,2,35,4,3,2,1,5,2,1,Cisco,2028-01-02,1,Tesla,2028-10-22,149.0,3,7,3,8,4
S00229,UT Austin,Computer Science,2025-09-02,2028-09-02,147,1,2,32,4,3,3,1,17,8,1,Cisco,2028-03-26,1,Amazon,2028-12-15,104.0,10,6,3,3,7
S00230,Penn State,Computer Science,2024-09-13,2027-12-11,154,1,5,26,4,4,3,1,5,1,0,,,1,Pfizer,2028-03-06,86.0,8,10,7,9,6
S00231,Arizona State U.,Computer Science,2024-05-14,2027-05-21,152,1,1,29,4,4,1,1,7,6,1,Intel,2026-11-21,0,,,,8,10,8,7,7
S00232,Ohio State,Computer Science,2025-08-25,2029-02-05,160,1,4,39,6,5,2,1,11,2,1,Amazon,2028-11-03,1,Google,2029-07-20,165.0,4,9,8,13,10
S00233,UT Austin,Computer Science,2025-03-07,2028-11-30,156,1,4,31,5,5,3,1,15,9,0,,,0,,,,6,7,5,8,5
S00234,UCLA,Computer Science,2024-03-06,2027-11-04,146,1,1,36,4,3,3,1,5,2,1,Intel,2027-04-14,1,Deloitte,2028-06-06,215.0,6,10,3,10,6
S00235,Purdue,Computer Science,2024-04-21,2027-12-08,160,1,1,36,4,3,2,1,7,2,1,Apple,2027-05-04,1,Johnson & Johnson,2028-01-29,52.0,9,7,9,9,4
S00236,UCSD,Computer Science,2025-06-17,2028-11-17,144,1,2,35,5,4,2,1,9,6,1,Pfizer,2028-04-24,1,Google,2029-01-01,45.0,13,8,6,6,7
S00237,Florida,Computer Science,2025-02-15,2028-09-20,157,1,2,36,4,3,2,1,6,5,1,JPMorgan Chase,2028-05-26,1,Microsoft,2029-06-04,257.0,11,6,9,5,7
S00238,UCLA,Computer Science,2024-11-25,2028-10-01,158,1,5,33,4,1,1,1,5,4,1,Microsoft,2028-05-27,1,Meta,2029-01-03,94.0,10,9,6,5,9
S00239,Purdue,Computer Science,2025-10-10,2029-08-04,163,1,2,38,5,1,2,1,6,4,1,Johnson & Johnson,2028-12-17,1,Goldman Sachs,2030-02-16,196.0,7,7,3,6,4
S00240,Purdue,Computer Science,2025-06-27,2028-11-23,144,1,3,30,5,3,2,1,8,4,1,Deloitte,2028-05-01,1,Microsoft,2029-07-31,250.0,6,6,7,8,5
S00241,Boston University,Computer Science,2024-04-27,2028-03-27,141,1,9,49,6,3,2,1,7,6,1,Johnson & Johnson,2027-08-09,1,Goldman Sachs,2028-08-14,140.0,7,4,5,5,9
S00242,Florida,Computer Science,2024-08-21,2028-03-19,150,1,2,44,3,6,3,1,8,6,1,Cisco,2027-09-25,1,Goldman Sachs,2028-12-06,262.0,8,7,5,12,5
S00243,NYU,Computer Science,2024-04-07,2027-09-14,145,1,3,34,5,4,2,1,13,7,1,Tesla,2027-02-27,1,Tesla,2028-02-21,160.0,7,3,9,8,5
S00244,UT Austin,Computer Science,2025-12-04,2029-08-02,164,1,2,35,5,3,3,1,7,5,1,Microsoft,2029-04-17,1,Microsoft,2029-10-14,73.0,3,6,5,9,10
S00245,NYU,Computer Science,2024-04-08,2027-10-15,173,1,2,40,4,4,3,1,6,2,0,,,1,Deloitte,2028-01-19,96.0,9,3,8,8,12
S00246,Arizona State U.,Computer Science,2025-08-23,2029-06-05,161,1,1,39,5,1,2,1,7,4,1,Tesla,2028-10-15,1,Goldman Sachs,2029-09-05,92.0,5,11,6,4,7
S00247,Georgia Tech,Computer Science,2025-11-12,2029-06-15,156,1,3,36,2,2,3,1,2,0,1,Meta,2029-03-04,1,Tesla,2029-12-21,189.0,8,6,7,8,4
S00248,UCLA,Computer Science,2025-08-14,2029-04-29,156,1,2,40,5,3,2,1,10,6,1,Amazon,2028-12-06,1,Apple,2030-01-30,276.0,13,6,7,5,7
S00249,UCLA,Computer Science,2024-12-24,2028-10-03,146,1,5,37,6,4,2,1,7,7,1,Microsoft,2028-04-02,1,EY,2029-03-24,172.0,8,8,4,6,6
S00250,Ohio State,Computer Science,2025-03-15,2028-12-26,160,1,1,39,4,4,1,1,9,4,0,,,1,EY,2029-02-07,43.0,5,8,2,3,6
S00251,UCSD,Computer Science,2025-12-11,2029-04-25,155,1,0,38,6,2,1,1,7,5,1,Amazon,2029-01-18,0,,,,5,6,7,5,4
S00252,Michigan,Computer Science,2025-12-20,2029-05-26,159,1,4,36,4,2,1,1,4,2,1,Tesla,2028-12-01,1,Amazon,2029-06-28,33.0,6,6,7,3,2
S00253,UT Austin,Computer Science,2025-08-02,2029-07-03,150,1,3,35,4,2,2,1,4,4,1,Microsoft,2028-12-23,1,Johnson & Johnson,2029-10-13,102.0,5,8,7,5,4
S00254,UCSD,Computer Science,2024-02-01,2027-03-18,145,1,4,30,5,4,1,1,6,2,1,Apple,2026-08-05,1,Goldman Sachs,2027-10-26,222.0,7,5,12,10,5
S00255,Florida,Computer Science,2024-12-15,2028-03-04,149,0,2,35,4,3,2,1,12,4,1,Meta,2027-09-02,1,Intel,2028-09-16,196.0,10,13,4,4,3
S00256,Purdue,Computer Science,2025-09-02,2028-10-14,152,1,2,24,3,2,1,1,11,2,1,Amazon,2028-07-03,1,Intel,2029-02-01,110.0,5,5,9,13,7
S00257,Purdue,Computer Science,2024-02-20,2028-01-30,149,1,6,36,4,3,1,1,10,5,1,Meta,2027-10-12,0,,,,9,7,10,8,10
S00258,Florida,Computer Science,2025-11-08,2029-06-12,151,0,2,41,3,4,1,1,7,5,1,EY,2028-11-10,1,Goldman Sachs,2030-02-23,256.0,6,4,6,11,8
S00259,Michigan,Computer Science,2024-08-08,2028-04-26,116,1,3,32,4,4,1,1,7,4,1,Tesla,2027-12-29,0,,,,3,11,11,2,4
S00260,NYU,Computer Science,2024-04-23,2027-09-15,152,1,1,50,6,1,3,1,5,3,1,Deloitte,2027-02-13,1,Google,2028-03-20,187.0,6,5,6,3,6
S00261,Ohio State,Computer Science,2025-02-08,2028-12-10,178,1,4,29,4,4,3,1,11,5,1,Google,2028-08-28,1,Meta,2029-04-23,134.0,10,5,7,7,5
S00262,Ohio State,Computer Science,2024-05-20,2027-09-27,137,1,3,41,5,3,2,1,5,3,1,Tesla,2027-04-16,0,,,,4,5,8,7,9
S00263,UCLA,Computer Science,2024-01-08,2027-09-18,155,1,3,32,6,2,1,1,6,3,0,,,1,Amazon,2028-05-25,250.0,4,7,12,7,6
S00264,UT Austin,Computer Science,2025-01-24,2028-10-22,145,1,3,29,6,4,3,1,11,7,1,Deloitte,2028-05-27,1,Microsoft,2029-05-21,211.0,5,9,6,10,2
S00265,NYU,Computer Science,2024-02-13,2027-09-23,146,1,2,30,3,4,2,1,7,0,1,JPMorgan Chase,2027-06-21,1,Cisco,2027-12-01,69.0,6,5,11,5,12
S00266,Georgia Tech,Computer Science,2025-08-12,2029-03-18,148,1,4,36,5,4,2,1,12,5,1,Goldman Sachs,2028-07-25,1,Meta,2029-11-16,243.0,9,8,12,8,5
S00267,UCLA,Computer Science,2025-02-18,2028-02-28,151,1,6,38,4,4,2,1,6,5,1,Amazon,2027-09-08,1,Cisco,2028-11-19,265.0,4,5,11,8,7
S00268,Boston University,Computer Science,2025-01-05,2028-02-19,162,1,3,42,4,2,2,1,7,4,0,,,1,Cisco,2028-10-29,253.0,4,8,7,7,9
S00269,UCLA,Computer Science,2024-09-06,2028-04-16,126,1,2,28,3,2,2,1,3,2,1,Goldman Sachs,2027-08-20,0,,,,8,11,10,6,7
S00270,Penn State,Computer Science,2024-03-21,2027-10-09,146,1,4,43,5,1,1,1,8,6,1,Johnson & Johnson,2027-04-23,1,Apple,2028-04-29,203.0,3,12,7,7,3
S00271,Georgia Tech,Computer Science,2024-06-21,2027-07-30,173,1,3,41,5,3,3,1,6,4,1,Pfizer,2026-12-22,0,,,,10,8,12,6,6
S00272,UCLA,Computer Science,2025-06-27,2029-03-14,144,1,3,36,4,4,3,1,11,1,1,General Electric,2028-10-26,1,Tesla,2029-10-08,208.0,14,2,1,10,2
S00273,Boston University,Computer Science,2025-10-22,2029-01-04,138,1,2,33,3,3,2,1,6,2,1,Microsoft,2028-08-07,1,Meta,2029-04-18,104.0,5,8,10,6,6
S00274,Ohio State,Computer Science,2024-06-26,2028-04-29,153,1,2,40,5,5,2,1,10,6,1,Intel,2027-12-22,1,Amazon,2028-07-06,68.0,6,8,10,4,11
S00275,UCSD,Computer Science,2025-05-20,2029-01-11,162,1,4,44,3,2,3,1,6,2,1,Intel,2028-05-22,1,Pfizer,2029-09-27,259.0,5,11,3,9,13
S00276,Purdue,Computer Science,2025-10-20,2029-09-09,160,1,4,34,5,2,2,1,5,2,0,,,1,Cisco,2030-03-23,195.0,4,6,9,4,6
S00277,UCSD,Computer Science,2024-11-19,2028-02-04,176,1,2,37,6,2,2,1,7,4,0,,,1,Microsoft,2028-10-16,255.0,8,5,9,8,12
S00278,Florida,Computer Science,2025-03-28,2029-02-13,158,1,6,48,4,5,2,1,11,3,1,Intel,2028-08-30,1,EY,2029-08-02,170.0,8,10,4,6,7
S00279,Arizona State U.,Computer Science,2024-12-26,2028-09-10,133,1,2,35,3,3,0,1,4,2,1,Meta,2028-05-25,1,JPMorgan Chase,2029-06-03,266.0,7,11,6,8,5
S00280,Arizona State U.,Computer Science,2024-02-28,2027-09-03,170,1,4,35,3,3,2,1,6,3,1,Microsoft,2027-03-24,1,EY,2027-11-18,76.0,9,5,10,7,6
S00281,Purdue,Computer Science,2025-06-03,2028-12-15,164,0,1,36,6,2,2,1,7,3,1,EY,2028-05-21,1,JPMorgan Chase,2029-02-04,51.0,4,7,6,7,5
S00282,Purdue,Computer Science,2025-10-29,2029-02-01,159,1,1,30,3,3,1,1,7,4,1,EY,2028-08-13,1,Deloitte,2029-11-01,273.0,9,4,7,6,3
S00283,UT Austin,Computer Science,2024-03-04,2027-10-20,149,1,1,40,4,3,0,1,8,3,1,Intel,2027-06-26,1,Johnson & Johnson,2028-05-12,205.0,5,4,9,10,8
S00284,UCLA,Computer Science,2025-05-31,2029-04-25,146,1,4,34,4,3,2,1,5,1,1,Google,2028-12-12,0,,,,5,13,8,7,4
S00285,Ohio State,Computer Science,2025-12-25,2029-08-05,151,1,2,36,3,3,3,1,6,2,1,Deloitte,2029-01-15,1,EY,2030-05-29,297.0,6,12,9,13,12
S00286,UT Austin,Computer Science,2025-01-07,2028-07-15,135,0,4,34,4,2,2,1,13,5,1,Goldman Sachs,2028-02-04,1,Intel,2029-03-11,239.0,8,5,6,3,5
S00287,Georgia Tech,Computer Science,2025-11-26,2029-09-27,150,1,2,34,5,4,2,1,10,4,1,Intel,2029-06-16,0,,,,6,9,5,11,8
S00288,UCSD,Computer Science,2025-10-24,2029-04-12,117,1,1,40,5,3,3,1,13,8,1,Tesla,2028-12-27,1,Deloitte,2029-06-29,78.0,5,4,11,6,4
S00289,UCSD,Computer Science,2025-01-30,2028-06-23,131,1,2,29,4,2,3,1,4,2,1,Johnson & Johnson,2028-01-21,1,Tesla,2028-10-07,106.0,8,6,7,9,7
S00290,UCLA,Computer Science,2025-08-19,2029-07-23,156,1,3,34,4,2,2,1,5,2,1,General Electric,2029-03-19,1,Meta,2030-02-17,209.0,10,14,5,6,12
S00291,UCSD,Computer Science,2025-12-16,2029-11-19,151,1,1,39,4,1,2,1,3,1,1,Amazon,2029-05-13,0,,,,5,13,6,2,5
S00292,Purdue,Computer Science,2025-12-26,2029-02-06,161,1,3,32,3,3,1,1,3,1,1,Deloitte,2028-08-21,1,Pfizer,2029-09-16,222.0,7,7,12,7,5
S00293,Georgia Tech,Computer Science,2024-05-10,2028-04-17,157,1,5,33,5,3,3,1,4,2,0,,,1,Microsoft,2029-02-10,299.0,5,7,10,12,8
S00294,UCSD,Computer Science,2025-11-17,2029-06-20,134,1,3,32,3,2,2,1,7,5,1,Tesla,2028-11-12,1,Tesla,2029-07-29,39.0,3,6,11,9,11
S00295,Michigan,Computer Science,2024-07-03,2027-10-20,163,1,4,35,3,5,3,1,11,1,0,,,0,,,,12,3,8,8,11
S00296,Georgia Tech,Computer Science,2025-05-12,2028-08-17,171,1,2,31,5,3,2,1,12,6,0,,,1,Amazon,2029-01-09,145.0,3,4,6,12,8
S00297,UT Austin,Computer Science,2024-03-20,2027-08-18,159,1,4,40,6,4,2,1,8,4,0,,,1,Deloitte,2027-11-07,81.0,3,4,14,14,7
S00298,Penn State,Computer Science,2025-06-23,2028-07-11,142,1,2,30,4,3,1,1,3,1,0,,,1,General Electric,2029-01-29,202.0,3,9,8,5,12
S00299,Purdue,Computer Science,2024-05-14,2028-03-14,127,1,3,33,6,3,3,1,6,1,1,Amazon,2027-09-10,0,,,,8,9,2,10,0
S00300,UT Austin,Computer Science,2024-07-04,2028-06-22,166,1,4,34,3,3,2,1,5,3,1,Johnson & Johnson,2028-02-11,1,Google,2029-03-03,254.0,3,7,2,2,7
S00301,NYU,Computer Science,2025-01-08,2028-12-19,154,1,5,39,3,4,2,1,5,4,1,JPMorgan Chase,2028-07-22,0,,,,10,2,4,6,11
S00302,Purdue,Computer Science,2024-10-18,2028-06-03,162,1,4,28,3,2,0,1,2,0,1,Deloitte,2028-01-06,1,Meta,2028-11-02,152.0,6,4,11,9,7
S00303,Florida,Computer Science,2024-07-17,2028-01-21,141,1,1,37,3,3,2,1,2,0,1,JPMorgan Chase,2027-05-30,0,,,,5,15,6,9,8
S00304,Florida,Computer Science,2024-10-15,2028-04-27,142,1,3,29,5,5,2,1,7,3,0,,,0,,,,8,4,6,7,8
S00305,Penn State,Computer Science,2025-06-24,2029-01-23,158,1,8,35,5,2,3,1,9,6,1,Cisco,2028-09-14,1,Intel,2029-06-04,132.0,8,4,10,10,7
S00306,Purdue,Computer Science,2024-05-21,2027-09-26,130,1,5,40,5,4,1,1,7,2,1,Pfizer,2027-06-15,0,,,,12,8,5,10,3
S00307,Florida,Computer Science,2025-01-15,2028-10-24,145,0,1,34,4,5,2,1,7,4,1,Johnson & Johnson,2028-06-30,1,Cisco,2029-08-14,294.0,5,7,6,4,7
S00308,UCLA,Computer Science,2024-10-18,2027-11-29,150,0,4,34,5,3,1,1,3,1,0,,,0,,,,8,11,6,6,7
